,Car_type,Fuel_type,Drive,Fuel_consumtion,vehicle_brand,Transmission,cylinder,cubic_capacity
0,Two Seaters,Regular,Rear-Wheel Drive,15.6957142857143,Alfa Romeo,Manual 5-spd,4.0,2.0
1,Two Seaters,Regular,Rear-Wheel Drive,29.9645454545455,Ferrari,Manual 5-spd,12.0,4.9
2,Subcompact Cars,Regular,Front-Wheel Drive,12.2077777777778,Dodge,Manual 5-spd,4.0,2.2
3,Vans,Regular,Rear-Wheel Drive,29.9645454545455,Dodge,Automatic 3-spd,8.0,5.2
4,Compact Cars,Premium,4-Wheel or All-Wheel Drive,17.3478947368421,Subaru,Manual 5-spd,4.0,2.2
5,Compact Cars,Regular,Front-Wheel Drive,14.9822727272727,Subaru,Automatic 3-spd,4.0,1.8
6,Compact Cars,Regular,Front-Wheel Drive,13.1844,Subaru,Manual 5-spd,4.0,1.8
7,Compact Cars,Regular,Front-Wheel Drive,13.73375,Toyota,Automatic 3-spd,4.0,1.6
8,Compact Cars,Regular,Front-Wheel Drive,12.6773076923077,Toyota,Manual 5-spd,4.0,1.6
9,Compact Cars,Regular,Front-Wheel Drive,13.1844,Toyota,Automatic 4-spd,4.0,1.8
10,Compact Cars,Regular,Front-Wheel Drive,12.6773076923077,Toyota,Manual 5-spd,4.0,1.8
11,Compact Cars,Regular,Front-Wheel Drive,15.6957142857143,Volkswagen,Automatic 4-spd,4.0,2.0
12,Compact Cars,Regular,Front-Wheel Drive,13.73375,Volkswagen,Manual 5-spd,4.0,2.0
13,Compact Cars,Regular,Front-Wheel Drive,15.6957142857143,Volkswagen,Automatic 4-spd,4.0,2.0
14,Vans,Regular,Rear-Wheel Drive,25.3546153846154,Dodge,Automatic 3-spd,8.0,5.2
15,Compact Cars,Regular,Front-Wheel Drive,14.3308695652174,Volkswagen,Manual 5-spd,4.0,2.0
16,Compact Cars,Regular,Rear-Wheel Drive,16.4805,Volvo,Automatic 4-spd,4.0,2.3
17,Compact Cars,Regular,Rear-Wheel Drive,15.6957142857143,Volvo,Manual 5-spd,4.0,2.3
18,Midsize Cars,Premium,Front-Wheel Drive,17.3478947368421,Audi,Automatic 4-spd,6.0,2.8
19,Midsize Cars,Premium,Front-Wheel Drive,17.3478947368421,Audi,Manual 5-spd,6.0,2.8
20,Midsize Cars,Premium,Rear-Wheel Drive,20.600625,BMW,Automatic 5-spd,8.0,4.0
21,Midsize Cars,Premium,Rear-Wheel Drive,20.600625,BMW,Automatic 5-spd,8.0,4.0
22,Midsize Cars,Regular,Rear-Wheel Drive,25.3546153846154,BMW,Automatic 4-spd,12.0,5.0
23,Midsize Cars,Regular,Front-Wheel Drive,14.3308695652174,Buick,Automatic 3-spd,4.0,2.2
24,Midsize Cars,Regular,Front-Wheel Drive,17.3478947368421,Buick,Automatic 3-spd,6.0,3.3
25,Vans,Regular,Rear-Wheel Drive,25.3546153846154,Dodge,Manual 4-spd,8.0,5.2
26,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Buick,Automatic 4-spd,6.0,3.3
27,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 3-spd,6.0,3.1
28,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.1
29,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.8
30,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.8
31,Midsize Cars,Premium,Front-Wheel Drive,18.3116666666667,Cadillac,Automatic 4-spd,8.0,4.6
32,Midsize Cars,Premium,Front-Wheel Drive,19.3888235294118,Cadillac,Automatic 4-spd,8.0,4.9
33,Midsize Cars,Premium,Front-Wheel Drive,18.3116666666667,Cadillac,Automatic 4-spd,8.0,4.6
34,Midsize Cars,Premium,Front-Wheel Drive,19.3888235294118,Cadillac,Automatic 4-spd,8.0,4.9
35,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Chevrolet,Automatic 3-spd,4.0,2.2
36,Vans,Regular,Rear-Wheel Drive,25.3546153846154,Dodge,Manual 4-spd,8.0,5.2
37,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Chevrolet,Automatic 3-spd,6.0,3.1
38,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Chevrolet,Automatic 4-spd,6.0,3.1
39,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Chevrolet,Automatic 4-spd,6.0,3.4
40,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Chevrolet,Manual 5-spd,6.0,3.4
41,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Chrysler,Automatic 4-spd,6.0,3.3
42,Midsize Cars,Premium,Front-Wheel Drive,21.974,CX Automotive,Manual 5-spd,6.0,3.0
43,Midsize Cars,Premium,Front-Wheel Drive,21.974,CX Automotive,Automatic 4-spd,6.0,3.0
44,Midsize Cars,Premium,Front-Wheel Drive,17.3478947368421,Nissan,Automatic 4-spd,6.0,3.0
45,Midsize Cars,Premium,Front-Wheel Drive,17.3478947368421,Nissan,Automatic 4-spd,6.0,3.0
46,Midsize Cars,Premium,Front-Wheel Drive,16.4805,Nissan,Manual 5-spd,6.0,3.0
47,Vans,Regular,Rear-Wheel Drive,32.961,Dodge,Automatic 3-spd,8.0,5.9
48,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 3-spd,4.0,2.5
49,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 4-spd,6.0,3.0
50,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Dodge,Automatic 4-spd,6.0,3.3
51,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 3-spd,4.0,2.5
52,Midsize Cars,Regular,Front-Wheel Drive,14.3308695652174,Dodge,Automatic 3-spd,4.0,2.5
53,Midsize Cars,Regular,Front-Wheel Drive,13.1844,Dodge,Manual 5-spd,4.0,2.5
54,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Dodge,Automatic 3-spd,6.0,3.0
55,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 4-spd,6.0,3.0
56,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Ford,Automatic 4-spd,6.0,3.0
57,Midsize Cars,Premium,Front-Wheel Drive,17.3478947368421,Ford,Manual 5-spd,6.0,3.0
58,Vans,Regular,Rear-Wheel Drive,32.961,Dodge,Automatic 3-spd,8.0,5.2
59,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Ford,Automatic 4-spd,6.0,3.8
60,Midsize Cars,Regular,Rear-Wheel Drive,16.4805,Ford,Automatic 4-spd,6.0,3.8
61,Midsize Cars,Premium,Rear-Wheel Drive,19.3888235294118,Ford,Automatic 4-spd,6.0,3.8
62,Midsize Cars,Premium,Rear-Wheel Drive,18.3116666666667,Ford,Manual 5-spd,6.0,3.8
63,Midsize Cars,Regular,Rear-Wheel Drive,18.3116666666667,Ford,Automatic 4-spd,8.0,5.0
64,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Hyundai,Automatic 4-spd,4.0,2.0
65,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Hyundai,Manual 5-spd,4.0,2.0
66,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Hyundai,Automatic 4-spd,6.0,3.0
67,Midsize Cars,Premium,Rear-Wheel Drive,19.3888235294118,Infiniti,Automatic 4-spd,8.0,4.5
68,Midsize Cars,Premium,Rear-Wheel Drive,21.974,Infiniti,Automatic 4-spd,8.0,4.5
69,Vans,Regular,Rear-Wheel Drive,32.961,Dodge,Automatic 3-spd,8.0,5.2
70,Midsize Cars,Premium,Rear-Wheel Drive,18.3116666666667,Lexus,Automatic 4-spd,8.0,4.0
71,Midsize Cars,Regular,Rear-Wheel Drive,17.3478947368421,Mercury,Automatic 4-spd,6.0,3.8
72,Midsize Cars,Regular,Rear-Wheel Drive,18.3116666666667,Mercury,Automatic 4-spd,8.0,5.0
73,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Mercury,Automatic 4-spd,6.0,3.0
74,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Mercury,Automatic 4-spd,6.0,3.8
75,Midsize Cars,Regular,Front-Wheel Drive,14.3308695652174,Mazda,Automatic 4-spd,4.0,2.0
76,Midsize Cars,Regular,Front-Wheel Drive,12.6773076923077,Mazda,Manual 5-spd,4.0,2.0
77,Midsize Cars,Premium,Front-Wheel Drive,17.3478947368421,Mazda,Automatic 4-spd,6.0,2.5
78,Midsize Cars,Premium,Front-Wheel Drive,16.4805,Mazda,Manual 5-spd,6.0,2.5
79,Midsize Cars,Premium,Rear-Wheel Drive,17.3478947368421,Mazda,Automatic 4-spd,6.0,3.0
80,Vans,Regular,Rear-Wheel Drive,32.961,Dodge,Automatic 3-spd,8.0,5.9
81,Midsize Cars,Regular,Front-Wheel Drive,14.3308695652174,Oldsmobile,Automatic 3-spd,4.0,2.2
82,Midsize Cars,Regular,Front-Wheel Drive,17.3478947368421,Oldsmobile,Automatic 3-spd,6.0,3.3
83,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Oldsmobile,Automatic 4-spd,6.0,3.3
84,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 3-spd,6.0,3.1
85,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.1
86,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Oldsmobile,Automatic 4-spd,6.0,3.4
87,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Oldsmobile,Manual 5-spd,6.0,3.4
88,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.8
89,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Plymouth,Automatic 3-spd,4.0,2.5
90,Midsize Cars,Regular,Front-Wheel Drive,14.3308695652174,Plymouth,Automatic 3-spd,4.0,2.5
91,Vans,Regular,Rear-Wheel Drive,25.3546153846154,Ford,Automatic 3-spd,6.0,4.9
92,Midsize Cars,Regular,Front-Wheel Drive,13.1844,Plymouth,Manual 5-spd,4.0,2.5
93,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Plymouth,Automatic 3-spd,6.0,3.0
94,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Plymouth,Automatic 4-spd,6.0,3.0
95,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Pontiac,Automatic 3-spd,6.0,3.1
96,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Pontiac,Automatic 4-spd,6.0,3.1
97,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Pontiac,Automatic 4-spd,6.0,3.4
98,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Pontiac,Manual 5-spd,6.0,3.4
99,Midsize Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
100,Midsize Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
101,Midsize Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
102,Vans,Regular,Rear-Wheel Drive,23.5435714285714,Ford,Automatic 4-spd,6.0,4.9
103,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Toyota,Automatic 4-spd,4.0,2.2
104,Midsize Cars,Regular,Front-Wheel Drive,14.9822727272727,Toyota,Manual 5-spd,4.0,2.2
105,Midsize Cars,Regular,Front-Wheel Drive,17.3478947368421,Toyota,Automatic 4-spd,6.0,3.0
106,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Toyota,Manual 5-spd,6.0,3.0
107,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Volkswagen,Automatic 4-spd,4.0,2.0
108,Midsize Cars,Regular,Front-Wheel Drive,14.9822727272727,Volkswagen,Manual 5-spd,4.0,2.0
109,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Volkswagen,Automatic 4-spd,6.0,2.8
110,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Volkswagen,Manual 5-spd,6.0,2.8
111,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Volvo,Automatic 4-spd,5.0,2.4
112,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Volvo,Manual 5-spd,5.0,2.4
113,Subcompact Cars,Premium,Front-Wheel Drive,15.6957142857143,Dodge,Manual 5-spd,4.0,2.2
114,Vans,Regular,Rear-Wheel Drive,20.600625,Ford,Manual 4-spd,6.0,4.9
115,Midsize Cars,Regular,Rear-Wheel Drive,17.3478947368421,Volvo,Automatic 4-spd,4.0,2.3
116,Midsize Cars,Regular,Rear-Wheel Drive,16.4805,Volvo,Automatic 4-spd,4.0,2.3
117,Midsize Cars,Regular,Rear-Wheel Drive,18.3116666666667,Volvo,Automatic 4-spd,6.0,2.9
118,Large Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.8
119,Large Cars,Premium,Front-Wheel Drive,18.3116666666667,Buick,Automatic 4-spd,6.0,3.8
120,Large Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.8
121,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Buick,Automatic 4-spd,8.0,5.7
122,Large Cars,Premium,Front-Wheel Drive,19.3888235294118,Cadillac,Automatic 4-spd,8.0,4.9
123,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Cadillac,Automatic 4-spd,8.0,5.7
124,Large Cars,Regular,Rear-Wheel Drive,17.3478947368421,Chevrolet,Automatic 4-spd,6.0,4.3
125,Vans,Regular,Rear-Wheel Drive,27.4675,Ford,Automatic 4-spd,8.0,5.0
126,Large Cars,Regular,Rear-Wheel Drive,18.3116666666667,Chevrolet,Automatic 4-spd,8.0,5.0
127,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Chevrolet,Automatic 4-spd,8.0,5.7
128,Large Cars,Regular,Front-Wheel Drive,15.6957142857143,Chrysler,Automatic 4-spd,6.0,3.3
129,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Chrysler,Automatic 4-spd,6.0,3.5
130,Large Cars,Regular,Front-Wheel Drive,16.4805,Chrysler,Automatic 4-spd,6.0,3.3
131,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Chrysler,Automatic 4-spd,6.0,3.8
132,Large Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 4-spd,6.0,3.3
133,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Dodge,Automatic 4-spd,6.0,3.5
134,Large Cars,Regular,Front-Wheel Drive,15.6957142857143,Eagle,Automatic 4-spd,6.0,3.3
135,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Eagle,Automatic 4-spd,6.0,3.5
136,Vans,Regular,Rear-Wheel Drive,29.9645454545455,Ford,Automatic 3-spd,8.0,5.8
137,Large Cars,Regular,Rear-Wheel Drive,17.3478947368421,Ford,Automatic 4-spd,8.0,4.6
138,Large Cars,Regular,Front-Wheel Drive,18.3116666666667,Lincoln,Automatic 4-spd,6.0,3.8
139,Large Cars,Regular,Rear-Wheel Drive,17.3478947368421,Mercury,Automatic 4-spd,8.0,4.6
140,Large Cars,Regular,Rear-Wheel Drive,17.3478947368421,Lincoln,Automatic 4-spd,8.0,4.6
141,Large Cars,Diesel,Rear-Wheel Drive,20.115,Mercedes-Benz,Automatic 4-spd,6.0,3.5
142,Large Cars,Premium,Rear-Wheel Drive,21.974,Mercedes-Benz,Automatic 5-spd,6.0,3.2
143,Large Cars,Premium,Rear-Wheel Drive,23.5435714285714,Mercedes-Benz,Automatic 4-spd,8.0,4.2
144,Large Cars,Premium,Rear-Wheel Drive,25.3546153846154,Mercedes-Benz,Automatic 4-spd,8.0,5.0
145,Large Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.8
146,Large Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.8
147,Vans,Regular,Rear-Wheel Drive,21.974,GMC,Automatic 3-spd,6.0,4.3
148,Large Cars,Premium,Front-Wheel Drive,18.3116666666667,Oldsmobile,Automatic 4-spd,6.0,3.8
149,Large Cars,Premium,Front-Wheel Drive,18.3116666666667,Pontiac,Automatic 4-spd,6.0,3.8
150,Large Cars,Regular,Front-Wheel Drive,16.4805,Pontiac,Automatic 4-spd,6.0,3.8
151,Large Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
152,Large Cars,Regular,Front-Wheel Drive,18.3116666666667,Saab,Automatic 4-spd,4.0,2.3
153,Large Cars,Regular,Front-Wheel Drive,18.3116666666667,Saab,Automatic 4-spd,4.0,2.3
154,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Saab,Manual 5-spd,4.0,2.3
155,Large Cars,Regular,Front-Wheel Drive,16.4805,Saab,Manual 5-spd,4.0,2.3
156,Small Station Wagons,Premium,4-Wheel or All-Wheel Drive,18.3116666666667,Audi,Automatic 4-spd,6.0,2.8
157,Small Station Wagons,Premium,Rear-Wheel Drive,17.3478947368421,BMW,Automatic 4-spd,6.0,2.5
158,Vans,Regular,Rear-Wheel Drive,20.600625,GMC,Automatic 4-spd,6.0,4.3
159,Small Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Chevrolet,Automatic 3-spd,4.0,2.2
160,Small Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Chevrolet,Automatic 3-spd,6.0,3.1
161,Small Station Wagons,Premium,Front-Wheel Drive,21.974,CX Automotive,Automatic 4-spd,6.0,3.0
162,Small Station Wagons,Regular,Front-Wheel Drive,13.1844,Ford,Automatic 4-spd,4.0,1.9
163,Small Station Wagons,Regular,Front-Wheel Drive,11.7717857142857,Ford,Manual 5-spd,4.0,1.9
164,Small Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Honda,Automatic 4-spd,4.0,2.2
165,Small Station Wagons,Regular,Front-Wheel Drive,14.9822727272727,Honda,Manual 5-spd,4.0,2.2
166,Small Station Wagons,Regular,Front-Wheel Drive,13.1844,Mercury,Automatic 4-spd,4.0,1.9
167,Small Station Wagons,Regular,Front-Wheel Drive,11.7717857142857,Mercury,Manual 5-spd,4.0,1.9
168,Small Station Wagons,Regular,Front-Wheel Drive,12.6773076923077,Saturn,Automatic 4-spd,4.0,1.9
169,Vans,Regular,Rear-Wheel Drive,21.974,GMC,Manual 3-spd,6.0,4.3
170,Small Station Wagons,Regular,Front-Wheel Drive,13.73375,Saturn,Automatic 4-spd,4.0,1.9
171,Small Station Wagons,Regular,Front-Wheel Drive,11.7717857142857,Saturn,Manual 5-spd,4.0,1.9
172,Small Station Wagons,Regular,Front-Wheel Drive,13.1844,Saturn,Manual 5-spd,4.0,1.9
173,Small Station Wagons,Regular,Front-Wheel Drive,14.9822727272727,Subaru,Automatic 4-spd,4.0,2.2
174,Small Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Subaru,Manual 5-spd,4.0,2.2
175,Small Station Wagons,Regular,4-Wheel or All-Wheel Drive,15.6957142857143,Subaru,Automatic 4-spd,4.0,2.2
176,Small Station Wagons,Regular,4-Wheel or All-Wheel Drive,15.6957142857143,Subaru,Manual 5-spd,4.0,2.2
177,Small Station Wagons,Premium,4-Wheel or All-Wheel Drive,18.3116666666667,Subaru,Automatic 4-spd,4.0,2.2
178,Small Station Wagons,Regular,Front-Wheel Drive,14.9822727272727,Subaru,Automatic 3-spd,4.0,1.8
179,Small Station Wagons,Regular,Front-Wheel Drive,13.73375,Subaru,Manual 5-spd,4.0,1.8
180,Vans,Regular,Rear-Wheel Drive,27.4675,GMC,Automatic 3-spd,8.0,5.0
181,Small Station Wagons,Regular,Front-Wheel Drive,13.1844,Toyota,Automatic 4-spd,4.0,1.8
182,Small Station Wagons,Regular,Front-Wheel Drive,12.6773076923077,Toyota,Manual 5-spd,4.0,1.8
183,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Buick,Automatic 3-spd,4.0,2.2
184,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,17.3478947368421,Buick,Automatic 3-spd,6.0,3.3
185,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Buick,Automatic 4-spd,6.0,3.3
186,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,16.4805,Eagle,Automatic 4-spd,4.0,1.8
187,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Eagle,Automatic 4-spd,4.0,1.8
188,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,15.6957142857143,Eagle,Manual 5-spd,4.0,1.8
189,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Eagle,Manual 5-spd,4.0,1.8
190,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,17.3478947368421,Eagle,Automatic 4-spd,4.0,2.4
191,Vans,Regular,Rear-Wheel Drive,23.5435714285714,GMC,Automatic 4-spd,8.0,5.0
192,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Eagle,Automatic 4-spd,4.0,2.4
193,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,17.3478947368421,Eagle,Manual 5-spd,4.0,2.4
194,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Eagle,Manual 5-spd,4.0,2.4
195,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Ford,Automatic 4-spd,6.0,3.0
196,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Ford,Automatic 4-spd,6.0,3.8
197,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Mercury,Automatic 4-spd,6.0,3.0
198,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Mercury,Automatic 4-spd,6.0,3.8
199,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,17.3478947368421,Mitsubishi,Automatic 4-spd,4.0,2.4
200,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Mitsubishi,Automatic 4-spd,4.0,2.4
201,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,17.3478947368421,Mitsubishi,Manual 5-spd,4.0,2.4
202,Vans,Regular,Rear-Wheel Drive,25.3546153846154,GMC,Automatic 4-spd,8.0,5.7
203,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Mitsubishi,Manual 5-spd,4.0,2.4
204,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Mitsubishi,Automatic 4-spd,4.0,1.8
205,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,16.4805,Mitsubishi,Automatic 4-spd,4.0,1.8
206,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Mitsubishi,Manual 5-spd,4.0,1.8
207,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,15.6957142857143,Mitsubishi,Manual 5-spd,4.0,1.8
208,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Mitsubishi,Automatic 4-spd,4.0,2.4
209,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,17.3478947368421,Mitsubishi,Automatic 4-spd,4.0,2.4
210,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Mitsubishi,Manual 5-spd,4.0,2.4
211,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,17.3478947368421,Mitsubishi,Manual 5-spd,4.0,2.4
212,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Oldsmobile,Automatic 3-spd,4.0,2.2
213,Vans,Diesel,Rear-Wheel Drive,21.2325,GMC,Automatic 4-spd,8.0,6.2
214,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,17.3478947368421,Oldsmobile,Automatic 3-spd,6.0,3.3
215,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Oldsmobile,Automatic 4-spd,6.0,3.3
216,Midsize-Large Station Wagons,Premium,Front-Wheel Drive,17.3478947368421,Mitsubishi,Automatic 4-spd,6.0,3.0
217,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Plymouth,Automatic 4-spd,4.0,1.8
218,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,16.4805,Plymouth,Automatic 4-spd,4.0,1.8
219,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Plymouth,Manual 5-spd,4.0,1.8
220,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,15.6957142857143,Plymouth,Manual 5-spd,4.0,1.8
221,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,17.3478947368421,Plymouth,Automatic 4-spd,4.0,2.4
222,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Plymouth,Automatic 4-spd,4.0,2.4
223,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,17.3478947368421,Plymouth,Manual 5-spd,4.0,2.4
224,Subcompact Cars,Premium,Front-Wheel Drive,16.4805,Dodge,Manual 5-spd,4.0,2.2
225,Vans,Diesel,Rear-Wheel Drive,22.4814705882353,GMC,Manual 4-spd,8.0,6.2
226,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Plymouth,Manual 5-spd,4.0,2.4
227,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Toyota,Automatic 4-spd,4.0,2.2
228,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,17.3478947368421,Toyota,Automatic 4-spd,6.0,3.0
229,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Volkswagen,Automatic 4-spd,4.0,2.0
230,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.9822727272727,Volkswagen,Manual 5-spd,4.0,2.0
231,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,18.3116666666667,Volkswagen,Automatic 4-spd,6.0,2.8
232,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Volkswagen,Manual 5-spd,6.0,2.8
